Order Date,Ship Mode,Customer Name,Segment,City,Product Name,Sales
2020-05-13,Standard Class,Claudia Bergmann,Corporate,Camarillo,Novimex Fabric Task Chair,97.57
2020-05-13,Standard Class,Claudia Bergmann,Corporate,Camarillo,Dana Halogen Swing-Arm Architect Lamp,122.91
2020-05-13,Standard Class,Claudia Bergmann,Corporate,Camarillo,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.96
2020-05-14,Second Class,Anna Häberlin,Corporate,Roswell,Wausau Papers Astrobrights Colored Envelopes,17.94
2020-05-14,Standard Class,Fred Chung,Corporate,Philadelphia,Fellowes Neat Ideas Storage Cubes,51.97
2020-05-15,Same Day,Tracy Hopkins,Home Office,Jacksonville,Razer Kraken PRO Over Ear PC and Music Headset,255.97
2020-05-16,Standard Class,Dianna Vittorini,Consumer,Long Beach,Self-Adhesive Removable Labels,31.5
2020-05-16,Standard Class,Odella Nelson,Corporate,Houston,GBC Twin Loop Wire Binding Elements,33.28
2020-05-16,Standard Class,Dianna Vittorini,Consumer,Long Beach,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",55.6
2020-05-16,Standard Class,Odella Nelson,Corporate,Houston,Things To Do Today Pad,14.09
2020-05-17,Standard Class,Anthony Jacobs,Corporate,Los Angeles,"Wirebound Message Book, 4 per Page",10.86
2020-05-19,Standard Class,Sheri Gordon,Consumer,Wilson,"Dana Fluorescent Magnifying Lamp, White, 36""",163.14
2020-05-19,Standard Class,Sheri Gordon,Consumer,Wilson,Pressboard Data Binders by Wilson Jones,6.41
2020-05-20,Standard Class,Michelle Ellison,Corporate,Seattle,Ibico Plastic and Wire Spiral Binding Combs,26.98
2020-05-20,Standard Class,Henry Goldwyn,Corporate,Philadelphia,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.59
2020-05-20,Standard Class,Joel Eaton,Consumer,Frankfort,Fellowes Basic Home/Office Series Surge Protectors,20.77
2020-05-21,Standard Class,Sarah Brown,Consumer,Los Angeles,Pizazz Global Quick File,104.79
2020-05-21,Standard Class,Sarah Brown,Consumer,Los Angeles,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32
2020-05-21,Standard Class,Sarah Brown,Consumer,Los Angeles,Avery 476,8.26
2020-05-21,Standard Class,Sarah Brown,Consumer,Los Angeles,Aastra 57i VoIP phone,775.73
2020-05-22,Second Class,Nathan Mautz,Home Office,Detroit,Westinghouse Clip-On Gooseneck Lamps,75.33
2020-05-22,Standard Class,Erin Ashbrook,Corporate,Columbia,Cameo Buff Policy Envelopes,186.69
2020-05-22,Second Class,Nathan Mautz,Home Office,Detroit,Harmony Air Purifier,850.5
2020-05-22,Standard Class,Emily Burns,Consumer,Phoenix,Cardinal EasyOpen D-Ring Binders,19.19
2020-05-22,Standard Class,Emily Burns,Consumer,Phoenix,Fellowes Superior 10 Outlet Split Surge Protector,121.79
2020-05-22,Standard Class,Kristen Hastings,Corporate,Woonsocket,Advantus Rolling Storage Box,51.45
2020-05-23,Second Class,Vivek Sundaresam,Consumer,Naperville,Avery Heavy-Duty EZD View Binder with Locking Rings,7.66
2020-05-23,Second Class,Vivek Sundaresam,Consumer,Naperville,"Global High-Back Leather Tilter, Burgundy",602.65
2020-05-24,First Class,Muhammed MacIntyre,Corporate,Haltom City,Logitech G35 7.1-Channel Surround Sound Headset,207.98
2020-05-24,Second Class,Craig Yedwab,Corporate,Columbia,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04
2020-05-24,Standard Class,Justin Hirsh,Consumer,Pueblo,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.73
2020-05-24,First Class,Muhammed MacIntyre,Corporate,Haltom City,Xerox 1978,32.37
2020-05-24,Second Class,Nora Pelletier,Home Office,San Francisco,Ultra Door Push Plate,14.73
2020-05-24,Second Class,Nathan Mautz,Home Office,Wichita,GBC DocuBind P50 Personal Binding Machine,127.96
2020-05-24,First Class,Muhammed MacIntyre,Corporate,Haltom City,Fiskars Spring-Action Scissors,22.37
2020-05-24,Second Class,Nathan Mautz,Home Office,Wichita,SANFORD Major Accent Highlighters,21.24
2020-05-25,Second Class,Pamela Stobb,Consumer,San Antonio,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54
2020-05-25,Second Class,Pamela Stobb,Consumer,San Antonio,Novimex Swivel Fabric Task Chair,105.69
2020-05-25,Second Class,Ben Ferrer,Home Office,Jacksonville,Xerox 1991,18.27
2020-05-25,Standard Class,Ruben Dartt,Consumer,Bellevue,"DAX Metal Frame, Desktop, Stepped-Edge",20.24
2020-05-25,Second Class,Pamela Stobb,Consumer,San Antonio,"Global Stack Chair with Arms, Black",104.93
2020-05-25,Second Class,Ben Ferrer,Home Office,Jacksonville,Xerox 1937,153.73
2020-05-25,Second Class,Ben Ferrer,Home Office,Jacksonville,Security-Tint Envelopes,12.22
2020-05-25,Second Class,Ben Ferrer,Home Office,Jacksonville,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.94
2020-05-27,Standard Class,Karl Braun,Consumer,Freeport,Boston 16701 Slimline Battery Pencil Sharpener,47.82
2020-05-27,Standard Class,Neil Knudson,Home Office,Seattle,Newell 311,6.63
2020-05-27,Standard Class,Maxwell Schwartz,Consumer,Rochester,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.1
2020-05-27,Standard Class,Karl Braun,Consumer,Freeport,Avery 494,13.05
2020-05-27,Standard Class,Trudy Brown,Consumer,Manchester,"Personal Filing Tote with Lid, Black/Gray",77.55
2020-05-27,Standard Class,Trudy Brown,Consumer,Manchester,Acco Perma 4000 Stacking Storage Drawers,16.24
2020-05-27,Standard Class,Maxwell Schwartz,Consumer,Rochester,Panasonic Kx-TS550,45.99
2020-05-27,Standard Class,Maxwell Schwartz,Consumer,Rochester,"Hot File 7-Pocket, Floor Stand",535.41
2020-05-27,Standard Class,Maxwell Schwartz,Consumer,Rochester,Xerox 219,45.36
2020-05-28,Standard Class,John Lucas,Consumer,Seattle,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76
2020-05-28,First Class,Victoria Pisteka,Corporate,Columbus,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.57
2020-05-28,First Class,Victoria Pisteka,Corporate,Columbus,Novimex Swivel Fabric Task Chair,317.06
2020-05-28,First Class,Victoria Pisteka,Corporate,Columbus,Ideal Clamps,8.04
2020-05-28,Standard Class,John Lucas,Consumer,Seattle,Xerox 1894,32.4
2020-05-28,First Class,Chad Cunningham,Home Office,Cleveland,Easy-staple paper,85.06
2020-05-28,Standard Class,Karl Braun,Consumer,Indianapolis,Avery 476,12.39
2020-05-28,Standard Class,John Lucas,Consumer,Seattle,Standard Rollaway File with Lock,540.57
2020-05-29,First Class,Edward Nazzal,Consumer,New York City,Plantronics MX500i Earset,128.85
2020-05-29,First Class,Edward Nazzal,Consumer,New York City,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97
2020-05-29,Standard Class,Brendan Dodson,Home Office,Springfield,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96
2020-05-29,First Class,Edward Nazzal,Consumer,New York City,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32
2020-05-30,Standard Class,Tamara Manning,Consumer,Orem,Fellowes Super Stor/Drawer Files,323.1
2020-05-30,Standard Class,Sample Company A,Home Office,Norwich,3M Hangers With Command Adhesive,22.2
2020-05-30,Second Class,Janet Molinari,Corporate,Chicago,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56
2020-05-30,Second Class,Janet Molinari,Corporate,Chicago,Xerox 1988,173.49
2020-05-30,Second Class,Janet Molinari,Corporate,Chicago,Avery 501,5.9
2020-05-30,Standard Class,Tamara Manning,Consumer,Orem,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
2020-05-30,Second Class,Elizabeth Moffitt,Corporate,Paterson,Xerox 1889,274.8
2020-05-30,Second Class,Elizabeth Moffitt,Corporate,Paterson,"Fellowes Mobile File Cart, Black",62.18
2020-05-30,Second Class,Elizabeth Moffitt,Corporate,Paterson,Eldon Image Series Black Desk Accessories,8.28
2020-05-30,Standard Class,Bill Donatelli,Consumer,Minneapolis,Hon Pagoda Stacking Chairs,2567.84
2020-05-30,Second Class,Carl Weiss,Home Office,Long Beach,Bagged Rubber Bands,7.56
2020-05-30,First Class,Stephanie Phelps,Corporate,San Jose,"Tenex Personal Project File with Scoop Front Design, Black",80.88
2020-05-30,First Class,Stephanie Phelps,Corporate,San Jose,Xerox 1883,105.52
2020-05-30,First Class,Stephanie Phelps,Corporate,San Jose,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38
2020-05-30,Same Day,Muhammed Lee,Consumer,Fayetteville,Newell 347,10.27
2020-05-30,Second Class,Janet Molinari,Corporate,Chicago,Storex Dura Pro Binders,3.56
2020-05-30,Standard Class,Tamara Manning,Consumer,Orem,Self-Adhesive Removable Labels,15.75
2020-05-31,Standard Class,Catherine Glotzbach,Home Office,Los Angeles,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76
2020-05-31,Standard Class,Ashley Jarboe,Consumer,Detroit,Polycom CX300 Desktop Phone USB VoIP phone,299.98
2020-05-31,Standard Class,Katrina Edelman,Corporate,San Antonio,Xerox 1928,42.24
2020-05-31,Standard Class,Ashley Jarboe,Consumer,Detroit,Avery 491,28.91
2020-05-31,Standard Class,Ashley Jarboe,Consumer,Detroit,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9
2020-05-31,Standard Class,Katrina Edelman,Corporate,San Antonio,Avery Poly Binder Pockets,5.73
2020-05-31,Standard Class,Ashley Jarboe,Consumer,Detroit,Catalog Binders with Expanding Posts,403.68
2020-06-03,Second Class,Becky Pak,Consumer,Los Angeles,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98
2020-06-03,Second Class,Tracy Collins,Home Office,New York City,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44
2020-06-03,Second Class,Tracy Collins,Home Office,New York City,"Executive Impressions 10"" Spectator Wall Clock",35.28
2020-06-03,Same Day,Lauren Leatherbury,Consumer,Seattle,Avery 501,7.38
2020-06-03,Same Day,Lauren Leatherbury,Consumer,Seattle,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26
2020-06-03,Second Class,Becky Pak,Consumer,Los Angeles,Logitech Z-906 Speaker sys - home theater - 5.1-CH,989.97
2020-06-04,Standard Class,Edward Becker,Corporate,Buffalo,Hon Every-Day Series Multi-Task Chairs,1522.64
2020-06-04,Standard Class,Brenda Bowman,Corporate,Saint Charles,Xerox 1981,10.56
2020-06-06,Standard Class,Harold Dahlen,Home Office,Philadelphia,Avery Fluorescent Highlighter Four-Color Set,8.02
2020-06-06,Standard Class,Harold Dahlen,Home Office,Philadelphia,Xerox 200,25.92
2020-06-06,Standard Class,Harold Dahlen,Home Office,Philadelphia,Aluminum Screw Posts,18.31
2020-06-06,Second Class,Eleni McCrary,Corporate,Los Angeles,3-ring staple pack,7.52
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,9.0
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",173.21
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,Newell 344,4.45
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,Xerox 1963,42.24
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,Fellowes Super Stor/Drawer Files,516.96
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,Xerox 1951,173.49
2020-06-07,Standard Class,Andrew Gjertsen,Corporate,Saint Petersburg,"Premier Elliptical Ring Binder, Black",18.26
2020-06-07,Standard Class,Maureen Gnade,Consumer,Chicago,Hoover Shoulder Vac Commercial Portable Vacuum,143.13
2020-06-07,Standard Class,Maureen Gnade,Consumer,Chicago,Maxell 4.7GB DVD+R 5/Pack,2.38
2020-06-08,Standard Class,Nathan Cano,Consumer,Royal Oak,Xerox 1995,12.96
2020-06-08,Standard Class,Max Jones,Consumer,Miami,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2
2020-06-08,Standard Class,Max Jones,Consumer,Miami,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",38.52
2020-06-08,Standard Class,Anthony Garverick,Home Office,Hampton,Vinyl Sectional Post Binders,113.1
2020-06-08,Second Class,Trudy Glocke,Consumer,Pocatello,Luxo Adjustable Task Clamp Lamp,355.36
2020-06-08,Second Class,Trudy Glocke,Consumer,Pocatello,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.38
2020-06-08,Standard Class,Max Jones,Consumer,Miami,Logitech Keyboard K120,72.6
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,Cisco SPA301,249.58
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,Fellowes High-Stak Drawer Files,563.81
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,Tennsco 16-Compartment Lockers with Coat Rack,1036.62
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,Ibico Laser Imprintable Binding System Covers,78.6
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,"Seth Thomas 8 1/2"" Cubicle Clock",48.67
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.77
2020-06-10,First Class,Jim Epp,Corporate,Lakeland,GBC Standard Plastic Binding Systems' Combs,3.77
2020-06-10,Standard Class,Brian Dahlen,Consumer,Monroe,Xerox 222,32.4
2020-06-10,Standard Class,Brian Dahlen,Consumer,Monroe,DAX Clear Channel Poster Frame,29.16
2020-06-10,Standard Class,Brian Dahlen,Consumer,Monroe,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3
2020-06-10,Standard Class,Brian Dahlen,Consumer,Monroe,Kingston Digital DataTraveler 16GB USB 2.0,53.7
2020-06-10,Standard Class,Brian Dahlen,Consumer,Monroe,"SlimView Poly Binder, 3/8""",36.26
2020-06-11,Standard Class,Giulietta Baptist,Consumer,Philadelphia,Xerox 1997,20.74
2020-06-11,Standard Class,Jonathan Howell,Consumer,West Palm Beach,Speck Products Candyshell Flip Case,55.98
2020-06-11,Standard Class,Giulietta Baptist,Consumer,Philadelphia,"DataProducts Ampli Magnifier Task Lamp, Black,",43.3
2020-06-11,Standard Class,Sam Zeldin,Home Office,Columbus,Recycled Eldon Regeneration Jumbo File,24.56
2020-06-11,Standard Class,Laurel Elliston,Consumer,Newark,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9
2020-06-12,Standard Class,Penelope Sewall,Home Office,Lewiston,Lenovo 17-Key USB Numeric Keypad,67.98
2020-06-12,Standard Class,Penelope Sewall,Home Office,Lewiston,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26
2020-06-12,Standard Class,Dave Hallsten,Corporate,Decatur,Xerox 204,32.4
2020-06-12,Standard Class,Barbara Fisher,Corporate,Roswell,Xerox 202,6.48
2020-06-12,Standard Class,Dave Hallsten,Corporate,Decatur,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14
2020-06-12,First Class,Jennifer Jackson,Consumer,Los Angeles,Aluminum Screw Posts,36.62
2020-06-12,Standard Class,Dave Hallsten,Corporate,Decatur,Newell 31,24.78
2020-06-12,Second Class,Frank Carlisle,Home Office,Springfield,Newell 320,3.42
2020-06-12,Standard Class,Dave Hallsten,Corporate,Decatur,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97
2020-06-12,Standard Class,Penelope Sewall,Home Office,Lewiston,Recycled Easel Ring Binders,29.84
2020-06-13,Standard Class,Alan Dominguez,Home Office,Philadelphia,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.07
2020-06-14,Standard Class,Peter Fuller,Consumer,Gilbert,Xerox 1895,9.57
2020-06-14,Standard Class,Peter Fuller,Consumer,Gilbert,"Belkin 19"" Vented Equipment Shelf, Black",82.37
2020-06-14,Standard Class,Peter Fuller,Consumer,Gilbert,"DAX Copper Panel Document Frame, 5 x 7 Size",40.26
2020-06-14,First Class,Amy Cox,Consumer,Tampa,Belkin Standard 104 key USB Keyboard,11.67
2020-06-14,Standard Class,Peter Fuller,Consumer,Gilbert,"Eldon ""L"" Workstation Diamond Chairmat",364.7
2020-06-14,Standard Class,Grace Kelly,Corporate,Los Angeles,Jabra SPEAK 410,225.58
2020-06-15,Standard Class,Philip Brown,Consumer,Philadelphia,Peel & Seel Envelopes,6.21
2020-06-15,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Xerox 188,27.22
2020-06-15,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Staple envelope,28.75
2020-06-15,Standard Class,Lycoris Saunders,Consumer,Grand Prairie,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,197.37
2020-06-15,First Class,Lena Creighton,Consumer,New York City,RCA Visys Integrated PBX 8-Line Router,133.98
2020-06-15,First Class,Lena Creighton,Consumer,New York City,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.38
2020-06-17,Standard Class,Keith Herrera,Consumer,Arlington,Tennsco Double-Tier Lockers,450.04
2020-06-17,Standard Class,Keith Herrera,Consumer,Arlington,Wilson Jones International Size A4 Ring Binders,34.6
2020-06-17,Standard Class,Keith Herrera,Consumer,Arlington,Cisco SPA301,467.97
2020-06-17,Standard Class,Keith Herrera,Consumer,Arlington,JM Magazine Binder,33.02
2020-06-17,Standard Class,Skye Norling,Home Office,Peoria,Flat Face Poster Frame,75.36
2020-06-17,Standard Class,Skye Norling,Home Office,Peoria,Aluminum Screw Posts,9.16
2020-06-17,Standard Class,Skye Norling,Home Office,Peoria,Peel & Stick Add-On Corner Pockets,4.54
2020-06-17,Standard Class,Skye Norling,Home Office,Peoria,Xerox 1922,11.95
2020-06-17,Standard Class,Keith Herrera,Consumer,Arlington,"Seth Thomas 8 1/2"" Cubicle Clock",60.84
2020-06-17,Standard Class,Harold Ryan,Corporate,Miami,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.63
2020-06-17,Standard Class,Bruce Geld,Consumer,San Diego,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98
2020-06-17,First Class,Benjamin Venier,Corporate,Smyrna,Avery Self-Adhesive Photo Pockets for Polaroid Photos,6.13
2020-06-17,First Class,Benjamin Venier,Corporate,Smyrna,Xerox 21,20.74
2020-06-17,First Class,Benjamin Venier,Corporate,Smyrna,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",643.14
2020-06-18,Same Day,Paul Prost,Home Office,Philadelphia,Self-Adhesive Address Labels for Typewriters with Dispenser Box,5.9
2020-06-18,Standard Class,Logan Haushalter,Consumer,Los Angeles,Eldon 200 Class Desk Accessories,12.56
2020-06-18,Standard Class,Logan Haushalter,Consumer,Los Angeles,Xerox 231,6.48
2020-06-18,Standard Class,Katherine Murray,Home Office,Houston,Recycled Steel Personal File for Hanging File Folders,228.92
2020-06-18,Standard Class,Logan Haushalter,Consumer,Los Angeles,Cameo Buff Policy Envelopes,186.69
2020-06-18,Standard Class,Maria Etezadi,Home Office,Dallas,"GBC White Gloss Covers, Plain Front",5.79
2020-06-19,Second Class,Becky Castell,Home Office,Philadelphia,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,319.98
2020-06-19,Second Class,Stewart Carmichael,Corporate,San Francisco,netTALK DUO VoIP Telephone Service,125.98
2020-06-19,Second Class,Stewart Carmichael,Corporate,San Francisco,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",257.64
2020-06-19,First Class,Justin MacKendrick,Consumer,Aurora,Griffin GC36547 PowerJolt SE Lightning Charger,125.94
2020-06-20,Standard Class,Emily Phan,Consumer,Deltona,Innergie mMini Combo Duo USB Travel Charging Kit,107.98
2020-06-21,Standard Class,Shaun Weien,Consumer,Rochester,GBC Ibimaster 500 Manual ProClick Binding System,1217.57
2020-06-21,Second Class,Ken Lonsdale,Consumer,Layton,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96
2020-06-21,First Class,Michael Grace,Home Office,Aurora,Hon Rectangular Conference Tables,796.42
2020-06-22,Second Class,Rick Duston,Consumer,Olympia,Pyle PRT45 Retro Home Telephone,201.57
2020-06-22,Standard Class,Christine Sundaresam,Consumer,Long Beach,JBL Micro Wireless Portable Bluetooth Speaker,143.98
2020-06-22,Standard Class,Christine Sundaresam,Consumer,Long Beach,Assorted Color Push Pins,5.43
2020-06-22,Standard Class,Randy Ferguson,Corporate,East Point,"Eldon Stackable Tray, Side-Load, Legal, Smoke",27.42
2020-06-22,Standard Class,Christine Sundaresam,Consumer,Long Beach,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.58
2020-06-22,Standard Class,Randy Ferguson,Corporate,East Point,Dell Slim USB Multimedia Keyboard,75.0
2020-06-22,Standard Class,Randy Ferguson,Corporate,East Point,GBC DocuBind P100 Manual Binding Machine,165.98
2020-06-24,Standard Class,Cathy Hwang,Home Office,Philadelphia,Tennsco Industrial Shelving,78.26
2020-06-24,Standard Class,Alan Barnes,Consumer,Los Angeles,Tennsco Regal Shelving Units,304.23
2020-06-24,Standard Class,Cathy Hwang,Home Office,Philadelphia,Xerox 211,31.1
2020-06-24,Standard Class,Jill Fjeld,Consumer,San Francisco,Dana Halogen Swing-Arm Architect Lamp,204.85
2020-06-24,First Class,Mark Van Huff,Consumer,Houston,Xerox 1884,47.95
2020-06-24,Standard Class,Alan Barnes,Consumer,Los Angeles,"GBC Velobind Prepunched Cover Sets, Regency Series",88.75
2020-06-24,First Class,Mark Van Huff,Consumer,Houston,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.98
2020-06-24,First Class,Mark Van Huff,Consumer,Houston,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",75.38
2020-06-24,First Class,Mark Van Huff,Consumer,Houston,Avery File Folder Labels,4.61
2020-06-24,Standard Class,Alan Barnes,Consumer,Los Angeles,Staples in misc. colors,20.96
2020-06-25,Standard Class,Sue Ann Reed,Consumer,Richmond,Office Star - Contemporary Task Swivel Chair,332.94
2020-06-25,Standard Class,Sue Ann Reed,Consumer,Richmond,GBC VeloBinder Manual Binding System,143.96
2020-06-25,Standard Class,Valerie Dominguez,Consumer,Houston,Polycom SoundStation2 EX Conference phone,971.88
2020-06-25,Standard Class,Dennis Bolton,Home Office,Lakewood,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),43.06
2020-06-25,Standard Class,Sue Ann Reed,Consumer,Richmond,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04
2020-06-25,Second Class,Laura Armstrong,Corporate,Taylor,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9
2020-06-25,Standard Class,Sue Ann Reed,Consumer,Richmond,"Decoflex Hanging Personal Folder File, Blue",15.42
2020-06-27,Second Class,Dorothy Wardle,Corporate,Troy,Xerox 1999,15.55
2020-06-27,Second Class,Dorothy Wardle,Corporate,Troy,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94
2020-06-27,Standard Class,Craig Yedwab,Corporate,Gilbert,Electrix Halogen Magnifier Lamp,621.76
2020-06-27,Standard Class,Craig Yedwab,Corporate,Gilbert,Avery 501,5.9
2020-06-27,Standard Class,Mark Packer,Home Office,Smyrna,"Boston Model 1800 Electric Pencil Sharpener, Gray",140.75
2020-06-27,Standard Class,Mark Packer,Home Office,Smyrna,GBC Recycled Regency Composition Covers,119.56
2020-06-28,Standard Class,Michelle Moray,Consumer,New York City,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",24.96
2020-06-28,Standard Class,Neil Französisch,Home Office,Omaha,Cisco 8x8 Inc. 6753i IP Business Phone System,269.98
2020-06-28,Standard Class,Steven Cartwright,Consumer,Lancaster,"Eldon Executive Woodline II Desk Accessories, Mahogany",20.1
2020-06-28,First Class,Sheri Gordon,Consumer,New York City,Office Star - Mesh Screen back chair with Vinyl seat,117.88
2020-07-01,Standard Class,Rob Haberlin,Consumer,Carol Stream,"Global Wood Trimmed Manager's Task Chair, Khaki",382.12
2020-07-01,Standard Class,Rob Haberlin,Consumer,Carol Stream,Advantus Rolling Storage Box,68.6
2020-07-01,Standard Class,Rob Haberlin,Consumer,Carol Stream,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.42
2020-07-01,Standard Class,Rob Haberlin,Consumer,Carol Stream,Adjustable Depth Letter/Legal Cart,435.5
2020-07-01,First Class,Frank Atkinson,Corporate,Raleigh,Geemarc AmpliPOWER60,74.24
2020-07-01,Standard Class,Rob Haberlin,Consumer,Carol Stream,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",11.17
2020-07-01,First Class,Frank Atkinson,Corporate,Raleigh,24-Hour Round Wall Clock,159.84
2020-07-01,Same Day,Richard Bierner,Consumer,Houston,Belkin 8 Outlet Surge Protector,32.78
2020-07-01,Standard Class,Karl Braun,Consumer,Hollywood,Xerox 1957,15.55
2020-07-01,First Class,Frank Atkinson,Corporate,Raleigh,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.89
2020-07-01,First Class,Frank Atkinson,Corporate,Raleigh,Things To Do Today Pad,9.39
2020-07-01,First Class,Steven Roelle,Home Office,New York City,Xerox 209,19.44
2020-07-01,Standard Class,Karl Braun,Consumer,Hollywood,Easy-staple paper,11.95
2020-07-02,Standard Class,Bruce Degenhardt,Consumer,Richmond,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93
2020-07-02,Standard Class,Bruce Degenhardt,Consumer,Richmond,Novimex High-Tech Fabric Mesh Task Chair,70.98
2020-07-02,First Class,Deirdre Greer,Corporate,Philadelphia,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46
2020-07-02,First Class,Deirdre Greer,Corporate,Philadelphia,"Howard Miller 12"" Round Wall Clock",282.89
2020-07-02,First Class,Deirdre Greer,Corporate,Philadelphia,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72
2020-07-03,Standard Class,Alan Dominguez,Home Office,New York City,Colorific Watercolor Pencils,15.48
2020-07-03,Second Class,Julie Prescott,Home Office,San Diego,Avery Premier Heavy-Duty Binder with Round Locking Rings,22.85
2020-07-03,Standard Class,Irene Maddox,Consumer,Milwaukee,Mitel MiVoice 5330e IP Phone,1099.96
2020-07-04,Standard Class,Roland Schwarz,Corporate,Charlotte,Avery 508,11.78
2020-07-04,Standard Class,Roland Schwarz,Corporate,Charlotte,Stackable Trays,4.93
2020-07-04,Standard Class,Victor Preis,Home Office,Sterling Heights,Durable Pressboard Binders,19.0
2020-07-04,Standard Class,Mitch Webber,Consumer,Philadelphia,Acco Perma 4000 Stacking Storage Drawers,38.98
2020-07-04,Standard Class,Mitch Webber,Consumer,Philadelphia,HP Standard 104 key PS/2 Keyboard,34.8
2020-07-04,Second Class,Barbara Fisher,Corporate,Fayetteville,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
2020-07-04,Second Class,Barbara Fisher,Corporate,Fayetteville,Stackable Trays,4.93
2020-07-05,Standard Class,Kalyca Meade,Corporate,New York City,Iceberg Mobile Mega Data/Printer Cart ,601.65
